id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>
568973	"parada m.j., nordqvist m., gimeno a., institutionalizing the family business: the role of professional associations in fostering a change of values, family business review, 23, 4, pp. 355-372, (2010)"	0.4307	-0.4917	1	357	578	25
572429	"patel p.c., chrisman j.j., risk abatement as a strategy for r&d investments in family firms, strategic management journal, 35, 4, pp. 617-627, (2014)"	-0.7516	0.4384	2	740	3050	94
572463	"patel p.c., fiet j.o., knowledge combination and the potential advantages of family firms in searching for opportunities, entrepreneurship theory and practice, 35, 6, pp. 1179-1197, (2011)"	0.1399	0.9	2	575	1465	49
573365	"patton m.q., qualitative evaluation and research methods, (1990)"	0.7751	0.4342	1	336	643	53
575151	"pearson a.w., carr j.c., shaw j.c., toward a theory of familiness: a social capital perspective, entrepreneurship theory and practice, 32, 6, pp. 949-969, (2008)"	0.3928	0.4155	2	909	4489	177
575194	"pearson a.w., marler l.e., a leadership perspective of reciprocal stewardship in family firms, entrepreneurship theory and practice, 34, 6, pp. 1117-1124, (2010)"	0.1878	-0.1322	4	428	710	26
577026	"peng m.w., institutional transitions and strategic choices, academy of management review, 28, 2, pp. 275-296, (2003)"	-0.8217	0.181	3	339	509	25
577038	"peng m.w., jiang y., institutions behind family ownership and control in large firms, journal of management studies, 47, 2, pp. 253-273, (2010)"	-0.8748	-0.5567	3	516	1143	58
577566	"penrose e., the theory of the growth of the firm, (1959)"	-0.3439	0.481	2	375	618	47
577602	"penrose e.t., the theory of the growth of the firm, (1959)"	-0.3459	0.3412	3	493	836	58
578770	"perez-gonzalez f., inherited control and firm performance, american economic review, 96, 5, pp. 1559-1588, (2006)"	-0.5622	-0.5418	3	655	1757	72
578774	"perez-gonzalez f., inherited control and firm performance, the american economic review, 96, 5, pp. 1559-1588, (2006)"	-0.4365	-0.2586	3	375	705	29
580462	"peteraf m.a., the cornerstones of competitive advantage: a resource-based view, strategic management journal, 14, 3, pp. 179-191, (1993)"	-0.2602	0.7414	2	392	662	26
584023	"picone p.m., de massis a., tang y., piccolo r.f., the psychological foundations of management in family firms: values, biases, and heuristics, family business review, 34, 1, pp. 12-32, (2021)"	0.5307	-0.5548	1	420	653	23
584255	"pieper t.m., klein s.b., jaskiewicz p., the impact of goal alignment on board existence and top management team composition: evidence from family-influenced businesses, journal of small business management, 46, 3, pp. 372-394, (2008)"	-0.4848	-0.4352	3	466	834	30
584270	"pieper t.m., klein s.b., the bulleye: a systems approach to modeling family firms, family business review, 20, 4, pp. 301-319, (2007)"	0.5977	0.1701	1	398	701	29
584283	"pieper t.m., mechanisms to assure long-term family business survival: a study of the dynamics of cohesion in multigenerational family business families, (2007)"	0.8085	-0.2617	1	353	566	20
584289	"pieper t.m., non solus: toward a psychology of family business, journal of family business strategy, 1, 1, pp. 26-39, (2010)"	0.6928	-0.3784	1	544	1085	45
584302	"pieper t.m., smith a.d., kudlats j., astrachan j.h., the persistence of multifamily firms: founder imprinting, simple rules, and monitoring processes, entrepreneurship theory and practice, 39, 6, pp. 1313-1337, (2015)"	0.6013	-0.4089	1	325	516	23
584408	"pierce j.l., kostova t., dirks k.t., toward a theory of psychological ownership in organizations, academy of management review, 26, 2, pp. 298-310, (2001)"	0.6245	-0.2034	1	382	612	33
585440	"pindado j., requejo i., family business performance from a governance perspective: a review of empirical research, international journal of management reviews, 17, 3, pp. 279-311, (2015)"	-0.3873	-0.7729	3	357	608	28
586979	"pittino d., martinez a.b., chirico f., galvan r.s., psychological ownership, knowledge sharing and entrepreneurial orientation in family firms: the moderating role of governance heterogeneity, journal of business research, 84, pp. 312-326, (2018)"	0.5819	0.348	1	329	498	20
587012	"pittino d., visintin f., lauto g., fly away from the nest? a configurational analysis of family embeddedness and individual attributes in the entrepreneurial entry decision by next-generation members, family business review, 31, 3, pp. 271-294, (2018)"	0.6691	0.1186	1	357	541	22
587021	"pittino d., visintin f., lenger t., sternad d., are high performance work practices really necessary in family smes? an analysis of the impact on employee retention, journal of family business strategy, 7, 2, pp. 75-89, (2016)"	0.2451	-0.6068	4	349	560	31
588470	"podsakoff p.m., mackenzie s.b., lee j.-y., podsakoff n.p., common method biases in behavioral research: a critical review of the literature and recommended remedies, journal of applied psychology, 88, 5, pp. 879-903, (2003)"	0.2559	0.3817	2	529	1057	56
588503	"podsakoff p.m., mackenzie s.b., lee j.y., podsakoff n.p., common method biases in behavioral research: a critical review of the literature and recommended remedies, journal of applied psychology, 88, 5, pp. 879-903, (2003)"	-0.2642	0.1733	2	596	1260	77
588545	"podsakoff p.m., mackenzie s.b., podsakoff n.p., sources of method bias in social science research and recommendations on how to control it, annual review of psychology, 63, pp. 539-569, (2012)"	-0.7028	0.2297	2	356	572	35
588580	"podsakoff p.m., organ d.w., self-reports in organizational research: problems and prospects, journal of management, 12, 4, pp. 531-544, (1986)"	-0.2596	0.4576	2	592	1311	59
593042	"poutziouris p., savva c.s., hadjielias e., family involvement and firm performance: evidence from uk listed firms, journal of family business strategy, 6, 1, pp. 14-32, (2015)"	-0.7583	-0.3033	3	337	541	22
593346	"powell g.n., eddleston k.a., linking family-to-business enrichment and support to entrepreneurial success: do female and male entrepreneurs experience different outcomes?, journal of business venturing, 28, 2, pp. 261-280, (2013)"	0.8587	0.4134	1	357	654	61
593900	"poza e.j., family business, (2013)"	0.35	-0.4181	1	373	562	31
593919	"poza e.j., hanlon s., kishida r., does the family business interaction factor represent a resource or a cost?, family business review, 17, 2, pp. 99-118, (2004)"	0.5961	-0.0841	1	387	595	21
593938	"poza e.j., messer t., spousal leadership and continuity in the family firm, family business review, 14, 1, pp. 25-36, (2001)"	1.0565	-0.3782	1	400	712	40
595255	"preacher k.j., hayes a.f., asymptotic and resampling strategies for assessing and comparing indirect effects in multiple mediator models, behavior research methods, 40, 3, pp. 879-891, (2008)"	-0.1685	0.3704	2	296	420	39
595295	"preacher k.j., rucker d.d., hayes a.f., addressing moderated mediation hypotheses: theory, methods, and prescriptions, multivariate behavioral research, 42, 1, pp. 185-227, (2007)"	0.3964	0.6216	2	298	460	21
599197	"pukall t.j., calabro a., the internationalization of family firms a critical review and integrative model, family business review, 27, 2, pp. 103-125, (2014)"	-1.2433	0.1282	5	290	508	20
599218	"pukall t.j., calabro a., the internationalization of family firms: a critical review and integrative model, family business review, 27, 2, pp. 103-125, (2014)"	-1.023	0.1674	5	724	2862	117
601276	"qiu h., freel m., managing family-related conflicts in family businesses: a review and research agenda, family business review, 33, 1, pp. 90-113, (2020)"	0.7222	-0.363	1	405	637	36
606405	"ramadani v., hoy f., context and uniqueness of family businesses, family businesses in transition economies, pp. 9-37, (2015)"	0.4437	0.3079	1	287	446	39
607914	"randerson k., bettinelli c., fayolle a., anderson a., family entrepreneurship as a field of research: exploring its contours and contents, journal of family business strategy, 6, 3, pp. 143-154, (2015)"	0.6323	0.5165	1	609	1546	75
610366	"rau s.b., schneider-siebke v., gunther c., family firm values explaining family firm heterogeneity, family business review, 32, 2, pp. 195-215, (2019)"	0.4964	-0.3931	1	553	1085	45
610482	"rauch a., wiklund j., lumpkin g.t., frese m., entrepreneurial orientation and business performance: an assessment of past research and suggestions for the future, entrepreneurship theory and practice, 33, 3, pp. 761-787, (2009)"	-0.0287	1.0094	2	540	1463	56
611333	"ray s., mondal a., ramachandran k., how does family involvement affect a firm's internationalization? an investigation of indian family firms, global strategy journal, 8, 1, pp. 73-105, (2018)"	-1.0818	0.3122	5	354	658	30
612250	"reay t., publishing qualitative research, family business review, 27, 2, pp. 95-102, (2014)"	0.8143	0.2582	1	384	665	33
617710	"revilla a.j., perez-luno a., nieto m.j., does family involvement in management reduce the risk of business failure? the moderating role of entrepreneurial orientation, family business review, 29, 4, pp. 365-379, (2016)"	-0.2327	0.6087	2	397	707	28
626400	"rogoff e.g., heck r.k.z., evolving research in entrepreneurship and family business: recognizing family as the oxygen that feeds the fire of entrepreneurship, journal of business venturing, 18, 5, pp. 559-566, (2003)"	0.5659	0.6111	1	610	1549	67
627286	"romano c.a., tanewski g.a., smyrnios k.x., capital structure decision making: a model for family business, journal of business venturing, 16, 3, pp. 285-310, (2001)"	-0.836	-0.1812	3	536	1239	53
627789	"rondi e., de massis a., kotlar j., unlocking innovation potential: a typology of family business innovation postures and the critical role of the family system, journal of family business strategy, 10, 4, (2019)"	0.2293	0.4603	2	589	1303	50
631488	"rousseau m.b., kellermanns f., zellweger t., beck t.e., relationship conflict, family name congruence, and socioemotional wealth in family firms, family business review, 31, 4, pp. 397-416, (2018)"	0.666	-0.5619	1	352	573	21
631657	"rovelli p., ferasso m., de massis a., kraus s., thirty years of research in family business journals: status quo and future directions, journal of family business strategy, (2021)"	0.3571	-0.2449	1	340	482	32
631664	"rovelli p., ferasso m., de massis a., kraus s., thirty years of research in family business journals: status quo and future directions, journal of family business strategy, 13, 3, (2022)"	0.1004	-0.4712	4	316	459	29
632402	"royer s., simons r., boyd b., rafferty a., promoting family: a contingency model of family business succession, family business review, 21, 1, pp. 15-30, (2008)"	1.0222	0.2175	1	432	842	43
637352	"sacristan-navarro m., gomez-anson s., cabeza-garcia l., family ownership and control, the presence of other large shareholders, and firm performance: further evidence, family business review, 24, 1, pp. 71-93, (2011)"	-0.7973	-0.3571	3	377	639	30
638162	"sageder m., mitter c., feldbauer-durstmuller b., image and reputation of family firms: a systematic literature review of the state of research, review of managerial science, 12, 1, pp. 335-377, (2018)"	0.1617	-0.8616	4	452	1076	50
640283	"salganicoff m., women in family businesses: challenges and opportunities, family business review, 3, 2, pp. 125-137, (1990)"	1.1724	-0.4226	1	386	893	54
641137	"salvato c., chirico f., sharma p., a farewell to the business: championing exit and continuity in entrepreneurial family firms, entrepreneurship and regional development, 22, 3-4, pp. 321-348, (2010)"	0.3495	0.1781	4	448	813	27
641171	"salvato c., corbetta g., transitional leadership of advisors as a facilitator of successors’ leadership construction, family business review, 26, 3, pp. 235-255, (2013)"	0.9757	0.0436	1	367	637	32
641187	"salvato c., melin l., creating value across generations in family-controlled businesses: the role of family social capital, family business review, 21, 3, pp. 259-276, (2008)"	0.2486	0.532	2	742	2328	88
641219	"salvato c., moores k., research on accounting in family firms: past accomplishments and future challenges, family business review, 23, 3, pp. 193-215, (2010)"	-0.6866	-0.4184	3	290	522	39
641233	"salvato c., predictors of entrepreneurship in family firms, journal of private equity, 7, 3, pp. 68-76, (2004)"	-0.2321	0.895	2	422	849	36
641238	"salvato c., predictors of entrepreneurship in family firms, the journal of private equity, 7, 3, pp. 68-76, (2004)"	-0.1844	0.794	2	440	838	31
641254	"salvato c., sargiacomo m., amore m.d., minichilli a., natural disasters as a source of entrepreneurial opportunity: family business resilience after an earthquake, strategic entrepreneurship journal, 14, 4, pp. 594-615, (2020)"	0.0863	0.0702	5	400	745	34
641493	"samara g., arenas d., practicing fairness in the family business workplace, business horizons, 60, 5, pp. 647-655, (2017)"	0.4397	-0.9474	4	325	604	32
641515	"samara g., jamali d., lapeira m., why and how should she make her way into the family business boardroom?, business horizons, 62, 1, pp. 105-115, (2019)"	0.7002	-0.6808	1	371	584	23
641532	"samara g., jamali d., sierra v., parada m.j., who are the best performers? the environmental social performance of family firms, journal of family business strategy, 9, 1, pp. 33-43, (2018)"	-0.0885	-0.9213	4	438	893	35
642692	"sanchez-famoso v., akhter n., iturralde t., chirico f., maseda a., is non-family social capital also (or especially) important for family firm performance?, human relations, 68, 11, pp. 1713-1743, (2015)"	-0.0173	-0.0113	4	375	568	27
642724	"sanchez-famoso v., maseda a., iturralde t., the role of internal social capital in organisational innovation. an empirical study of family firms, european management journal, 32, 6, pp. 950-962, (2014)"	0.047	0.7956	2	375	612	20
642887	"sanchez-ruiz p., daspit j.j., holt d.t., rutherford m.w., family social capital in the family firm: a taxonomic classification, relationships with outcomes, and directions for advancement, family business review, 32, 2, pp. 131-153, (2019)"	0.5324	0.1899	1	425	695	22
645307	"sarasvathy s.d., causation and effectuation: toward a theoretical shift from economic inevitability to entrepreneurial contingency, academy of management review, 26, 2, pp. 243-263, (2001)"	0.4469	0.4996	1	342	490	32
645492	"sardeshmukh s.r., corbett a.c., the duality of internal and external development of successors: opportunity recognition in family firms, family business review, 24, 2, pp. 111-125, (2011)"	0.7115	0.444	1	459	909	37
646292	"sarstedt m., ringle c.m., smith d., reams r., hair j.f., partial least squares structural equation modeling (pls-sem): a useful tool for family business researchers, journal of family business strategy, 5, 1, pp. 105-115, (2014)"	-0.3411	0.4334	2	482	889	32
649638	"schein e.h., the role of the founder in creating organizational culture, organizational dynamics, 12, 1, pp. 13-28, (1983)"	0.3698	0.3313	1	357	553	23
649799	"schellong m., kraiczy n.d., malar l., hack a., family firm brands, perceptions of doing good, and consumer happiness, entrepreneurship theory and practice, 43, 5, pp. 921-946, (2019)"	0.3487	-0.9092	4	313	544	25
649955	"schepers j., voordeckers w., steijvers t., laveren e., the entrepreneurial orientation-performance relationship in private family firms: the moderating role of socioemotional wealth, small business economics, 43, 1, pp. 39-55, (2014)"	-0.3688	0.5159	2	405	722	22
649966	"schepers j., voordeckers w., steijvers t., laveren e., the entrepreneurial orientation–performance relationship in private family firms: the moderating role of socioemotional wealth, small business economics, 43, 1, pp. 39-55, (2014)"	-0.3635	0.5456	2	494	1125	37
652585	"scholes l., mustafa m., chen s., internationalization of small family firms: the influence of family from a socioemotional wealth perspective, thunderbird international business review, 58, 2, pp. 131-146, (2016)"	-0.8754	-0.0323	5	408	786	31
653317	"schroder e., schmitt-rodermund e., arnaud n., career choice intentions of adolescents with a family business background, family business review, 24, 4, pp. 305-321, (2011)"	1.2254	-0.2138	1	405	976	59
654209	"schulze w.s., gedajlovic e.r., whither family business?, journal of management studies, 47, 2, pp. 191-204, (2010)"	-0.6779	0.3542	3	474	919	31
654225	"schulze w.s., kellermanns f.w., reifying socioemotional wealth, entrepreneurship theory and practice, 39, 3, pp. 447-459, (2015)"	-0.5711	-0.1438	5	550	1380	46
654289	"schulze w.s., lubatkin m.h., dino r.n., altruism, agency, and the competitiveness of family firms, managerial and decision economics, 23, 4-5, pp. 247-259, (2002)"	-0.7042	0.0771	3	537	1105	38
654330	"schulze w.s., lubatkin m.h., dino r.n., buchholtz a.k., agency relationships in family firms: theory and evidence, organization science, 12, 2, pp. 99-116, (2001)"	-0.3928	-0.4027	3	963	6766	255
654332	"schulze w.s., lubatkin m.h., dino r.n., buchholtz a.k., agency relationships in family firms: theory and evidence, organization science, 12, pp. 99-116, (2001)"	-0.7633	0.34	6	175	314	46
654373	"schulze w.s., lubatkin m.h., dino r.n., exploring the agency consequences of ownership dispersion among the directors of private family firms, academy of management journal, 46, 2, pp. 179-194, (2003)"	-0.3932	-0.1101	3	763	2340	80
654398	"schulze w.s., lubatkin m.h., dino r.n., toward a theory of agency and altruism in family firms, journal of business venturing, 18, 4, pp. 473-490, (2003)"	-0.432	-0.3354	3	915	4504	170
654402	"schulze w.s., lubatkin m.h., dino r.n., toward a theory of agency and altruism in family firms, journal of business venturing, 18, pp. 473-490, (2003)"	-0.774	0.1075	6	300	461	40
654701	"schumpeter j.a., the theory of economic development, (1934)"	0.0181	1.0505	2	315	529	68
656037	"sciascia s., mazzola p., astrachan j.h., pieper t.m., family involvement in the board of directors: effects on sales internationalization, journal of small business management, 51, 1, pp. 83-99, (2013)"	-0.962	0.0844	5	455	885	29
656045	"sciascia s., mazzola p., astrachan j.h., pieper t.m., the role of family ownership in international entrepreneurship: exploring nonlinear effects, small business economics, 38, 1, pp. 15-31, (2012)"	-0.9559	0.2457	5	650	1727	70
656059	"sciascia s., mazzola p., chirico f., generational involvement in the top management team of family firms: exploring nonlinear effects on entrepreneurial orientation, entrepreneurship theory and practice, 37, 1, pp. 69-85, (2013)"	0.1299	0.635	2	654	1838	57
656086	"sciascia s., mazzola p., family involvement in ownership and management: exploring nonlinear effects on performance, family business review, 21, 4, pp. 331-345, (2008)"	-0.7697	-0.0658	3	813	2986	116
656110	"sciascia s., mazzola p., kellermanns f.w., family management and profitability in private family-owned firms: introducing generational stage and the socioemotional wealth perspective, journal of family business strategy, 5, 2, pp. 131-137, (2014)"	-0.6524	-0.1369	5	670	1865	59
656889	"scott w.r., institutions and organizations, (1995)"	-0.194	-0.2725	3	318	479	30
663629	"shane s., venkataraman s., the promise of entrepreneurship as a field of research, academy of management review, 25, 1, pp. 217-226, (2000)"	0.4129	0.7869	1	514	1132	99
665108	"sharma p., an overview of the field of family business studies: current status and directions for the future, family business review, 17, 1, pp. 1-36, (2004)"	0.4322	-0.2027	1	957	6037	317
665113	"sharma p., an overview of the field of family business studies: current status and directions for the future, family business review, 17, pp. 1-36, (2004)"	-0.3767	0.3992	6	227	342	50
665259	"sharma p., chrisman j.j., chua j.h., predictors of satisfaction with the succession process in family firms, journal of business venturing, 18, 5, pp. 667-687, (2003)"	1.0696	-0.0368	1	583	1432	71
665299	"sharma p., chrisman j.j., chua j.h., strategic management of the family business: past research and future challenges, family business review, 10, 1, pp. 1-35, (1997)"	0.0724	0.0083	3	838	3130	136
665314	"sharma p., chrisman j.j., chua j.h., succession planning as planned behavior: some empirical results, family business review, 16, 1, pp. 1-15, (2003)"	0.9002	0.0691	1	624	1515	76
665351	"sharma p., chrisman j.j., gersick k.e., 25 years of family business review: reflections on the past and perspectives for the future, family business review, 25, 1, pp. 5-15, (2012)"	0.3039	0.0803	1	611	1367	69
665385	"sharma p., chrisman j.j., pablo a.l., chua j.h., determinants of initial satisfaction with the succession process in family firms: a conceptual model, entrepreneurship theory and practice, 25, 3, pp. 17-36, (2001)"	1.0158	-0.1415	1	523	1154	48
665440	"sharma p., chua j.h., asian family enterprises and family business research, asia pacific journal of management, 30, 3, pp. 641-656, (2013)"	-0.0288	0.0853	1	405	666	27
665465	"sharma p., commentary: familiness: capital stocks and flows between family and business, entrepreneurship theory and practice, 32, 6, pp. 971-977, (2008)"	0.4827	0.5541	2	551	1210	41
665561	"sharma p., irving p.g., four bases of family business successor commitment: antecedents and consequences, entrepreneurship theory and practice, 29, 1, pp. 13-33, (2005)"	0.9668	-0.168	1	718	2256	96
665603	"sharma p., manikutty s., strategic divestments in family firms: role of family structure and community culture, entrepreneurship theory and practice, 29, 3, pp. 293-311, (2005)"	0.2517	-0.1778	1	725	1971	76
665683	"sharma p., rao a.s., successor attributes in indian and canadian family firms: a comparative study, family business review, 13, 4, pp. 313-330, (2000)"	1.1259	0.1142	1	297	494	22
665709	"sharma p., salvato c., commentary: exploiting and exploring new opportunities over life cycle stages of family firms, entrepreneurship theory and practice, 35, 6, pp. 1199-1205, (2011)"	0.1894	0.9957	2	346	564	20
665735	"sharma p., salvato c., reay t., temporal dimensions of family enterprise research, family business review, 27, 1, pp. 10-19, (2014)"	0.5715	0.0952	1	520	1038	40
665753	"sharma p., sharma s., drivers of proactive environmental strategy in family firms, business ethics quarterly, 21, 2, pp. 309-334, (2011)"	0.0432	-0.9312	4	577	1589	68
667947	"shepherd d., haynie j.m., family business, identity conflict, and an expedited entrepreneurial process: a process of resolving identity conflict, entrepreneurship theory and practice, 33, 6, pp. 1245-1264, (2009)"	0.67	0.0495	1	527	957	35
667992	"shepherd d.a., an emotions perspective for advancing the fields of family business and entrepreneurship: stocks, flows, reactions, and responses, family business review, 29, 2, pp. 151-158, (2016)"	0.8339	-0.3553	1	379	599	23
670464	"shleifer a., vishny r.w., a survey of corporate governance, the journal of finance, 52, 2, pp. 737-783, (1997)"	-1.1129	-0.7147	3	409	995	67
670482	"shleifer a., vishny r.w., large shareholders and corporate control, journal of political economy, 94, 3, pp. 461-488, (1986)"	-1.063	-0.4407	3	275	486	40
671042	"short j.c., payne g.t., brigham k.h., lumpkin g.t., broberg j.c., family firms and entrepreneurial orientation in publicly traded firms: a comparative analysis of the s&p 500, family business review, 22, 1, pp. 9-24, (2009)"	-0.0878	0.8267	2	452	879	32
672747	"siebels j.f., zu knyphausen-aufsess d., a review of theory in family business research: the implications for corporate governance, international journal of management reviews, 14, 3, pp. 280-304, (2012)"	0.1527	-0.5233	3	320	477	21
672961	"sieger p., bernhard f., frey u., affective commitment and job satisfaction among non-family employees: investigating the roles of justice perceptions and psychological ownership, journal of family business strategy, 2, 2, pp. 78-89, (2011)"	0.7135	-0.5422	1	439	878	36
673059	"sieger p., zellweger t., nason r.s., clinton e., portfolio entrepreneurship in family firms: a resource-based perspective, strategic entrepreneurship journal, 5, 4, pp. 327-351, (2011)"	0.7926	0.3442	1	451	907	35
673415	"siggelkow n., persuasion with case studies, academy of management journal, 50, 1, pp. 20-24, (2007)"	0.7806	0.4066	1	379	615	40
677469	"singla c., veliyath r., george r., family firms and internationalization-governance relationships: evidence of secondary agency issues, strategic management journal, 35, 4, pp. 606-616, (2014)"	-1.3287	0.0197	5	327	679	33
678151	"sirmon d.g., arregle j.l., hitt m.a., webb j.w., the role of family influence in firms’ strategic responses to threat of imitation, entrepreneurship theory and practice, 32, 6, pp. 979-998, (2008)"	-0.956	0.4315	5	390	667	20
678200	"sirmon d.g., hitt m.a., ireland r.d., managing firm resources in dynamic environments to create value: looking inside the black box, academy of management review, 32, 1, pp. 273-292, (2007)"	-0.3377	0.8406	2	439	892	32
678219	"sirmon d.g., hitt m.a., managing resources: linking unique resources, management and wealth creation in family firms, entrepreneurship theory and practice, 27, 4, pp. 339-358, (2003)"	-0.4528	0.4986	2	377	624	31
678255	"sirmon d.g., hitt m.a., managing resources: linking unique resources, management, and wealth creation in family firms, entrepreneurship theory and practice, 27, 4, pp. 339-358, (2003)"	-0.22	0.2598	2	978	8859	322
678258	"sirmon d.g., hitt m.a., managing resources: linking unique resources, management, and wealth creation in family firms, entrepreneurship theory and practice, 27, pp. 339-358, (2003)"	-0.7643	0.5394	6	197	343	48
678272	"sirmon d.g., hitt m.a., managing resources: linking unique resources, management, and wealth creation in family firms, entrepreneurship: theory and practice, 27, 4, pp. 339-358, (2003)"	-0.1823	0.3289	3	304	480	24
684922	"soleimanof s., rutherford m.w., webb j.w., the intersection of family firms and institutional contexts: a review and agenda for future research, family business review, 31, 1, pp. 32-53, (2018)"	0.2114	-0.4933	4	600	1309	63
685507	"soluk j., miroshnychenko i., kammerlander n., de massis a., family influence and digital business model innovation: the enabling role of dynamic capabilities, entrepreneurship theory and practice, 45, 4, pp. 867-905, (2021)"	0.0448	0.7043	2	352	669	35
686034	"sonfield m.c., lussier r.n., non-family-members in the family business management team: a multinational investigation, international entrepreneurship and management journal, 5, 4, pp. 395-415, (2009)"	0.2227	-0.2734	1	395	578	20
686570	"songini l., gnan l., family involvement and agency cost control mechanisms in family small and medium-sized enterprises, journal of small business management, 53, 3, pp. 748-779, (2015)"	-0.3952	0.0229	3	319	527	30
687263	"sorenson r.l., conflict management strategies used by successful family businesses, family business review, 12, 4, pp. 325-339, (1999)"	0.9523	-0.2749	1	279	484	21
687300	"sorenson r.l., goodpaster k.e., hedberg p.r., yu a., the family point of view, family social capital, and firm performance: an exploratory test, family business review, 22, 3, pp. 239-253, (2009)"	0.4846	-0.3409	1	488	940	37
687328	"sorenson r.l., the contribution of leadership style and practices to family and business success, family business review, 13, 3, pp. 183-200, (2000)"	0.3385	0.0606	1	513	937	42
687790	"souder d., zaheer a., sapienza h., ranucci r., how family influence, socioemotional wealth, and competitive conditions shape new technology adoption, strategic management journal, 38, 9, pp. 1774-1790, (2017)"	-0.9895	-0.0661	5	355	614	20
688908	"speckbacher g., wentges p., the impact of family control on the use of performance measures in strategic target setting and incentive compensation: a research note, management accounting research, 23, 1, pp. 34-46, (2012)"	-0.6121	0.003	3	303	472	26
690459	"sraer d., thesmar d., performance and behavior of family firms: evidence from the french stock market, journal of the european economic association, 5, 4, pp. 709-751, (2007)"	-0.9548	-0.5788	3	503	1252	60
691512	"stafford k., duncan k.a., dane s., winter m., a research model of sustainable family businesses, family business review, 12, 3, pp. 197-208, (1999)"	0.8078	-0.3029	1	508	1017	45
691744	"stake r.e., the art of case study research, (1995)"	0.4185	0.3977	1	299	493	46
693765	"stavrou e., kassinis g., filotheou a., downsizing and stakeholder orientation among the fortune 500: does family ownership matter?, journal of business ethics, 72, 2, pp. 149-162, (2007)"	-0.1116	-0.8042	4	453	830	33
693817	"stavrou e.t., succession in family businesses: exploring the effects of demographic factors on offspring intentions to join and take over the business, journal of small business management, 37, 3, pp. 43-61, (1999)"	1.2418	-0.0439	1	244	471	27
694580	"steier l., family firms, plural forms of governance, and the evolving role of trust, family business review, 14, 4, pp. 353-367, (2001)"	0.5426	0.0348	1	322	539	23
694581	"steier l., family firms, plural forms of governance, and the evolving role of trust, family business review, 14, 4, pp. 353-368, (2001)"	0.4942	0.0902	1	429	718	33
694618	"steier l., next-generation entrepreneurs and succession: an exploratory study of modes and means of managing social capital, family business review, 14, 3, pp. 259-276, (2001)"	0.981	0.1616	1	474	885	39
694633	"steier l., variants of agency contracts in family-financed ventures as a continuum of familial altruistic and market rationalities, journal of business venturing, 18, 5, pp. 597-618, (2003)"	0.1301	0.5431	2	447	746	35
694659	"steier l.p., chrisman j.j., chua j.h., governance challenges in family businesses and business families, entrepreneurship theory and practice, 39, 6, pp. 1265-1280, (2015)"	0.1822	-0.4478	1	383	633	28
696493	"stewart a., help one another, use one another: toward an anthropology of family business, entrepreneurship theory and practice, 27, 4, pp. 383-396, (2003)"	0.7253	-0.0837	1	466	846	49
696539	"stewart a., hitt m.a., why can't a family business be more like a nonfamily business? modes of professionalization in family firms, family business review, 25, 1, pp. 58-86, (2012)"	-0.1632	0.1474	3	618	1397	52
696564	"stewart a., hitt m.a., why can’t a family business be more like a nonfamily business? modes of professionalization in family firms, family business review, 25, 1, pp. 58-86, (2012)"	-0.1682	-0.3456	3	612	1385	50
697688	"stockmans a., lybaert n., voordeckers w., socioemotional wealth and earnings management in private family firms, family business review, 23, 3, pp. 280-294, (2010)"	-0.7053	-0.4657	3	504	1209	55
699767	"strike v.m., advising the family firm: reviewing the past to build the future, family business review, 25, 2, pp. 156-177, (2012)"	0.4898	-0.1516	1	408	640	30
699780	"strike v.m., berrone p., sapp s.g., congiu l., a socioemotional wealth approach to ceo career horizons in family firms, journal of management studies, 52, 4, pp. 555-583, (2015)"	-0.5648	-0.5797	5	442	812	31
699793	"strike v.m., michel a., kammerlander n., unpacking the black box of family business advising: insights from psychology, family business review, 31, 1, pp. 80-124, (2018)"	0.6321	-0.4321	1	423	752	33
701933	"suddaby r., jaskiewicz p., managing traditions: a critical capability for family business success, family business review, 33, 3, pp. 234-243, (2020)"	0.9336	-0.2371	1	295	531	34
702159	"suess-reyes j., understanding the transgenerational orientation of family businesses: the role of family governance and business family identity, journal of business economics, 87, 6, pp. 749-777, (2017)"	0.7499	-0.2071	1	327	491	22
704258	"sundaramurthy c., kreiner g.e., governing by managing identity boundaries: the case of family businesses, entrepreneurship theory and practice, 32, 3, pp. 415-436, (2008)"	0.4789	-0.595	4	644	1694	71
704285	"sundaramurthy c., sustaining trust within family businesses, family business review, 21, 1, pp. 89-102, (2008)"	0.3696	0.0447	1	598	1421	61
708682	"tabor w., chrisman j.j., madison k., vardaman j.m., nonfamily members in family firms: a review and future research agenda, family business review, 31, 1, pp. 54-79, (2018)"	0.2706	-0.5889	4	694	1860	77
709078	"tagiuri r., davis j., bivalent attributes of the family firm, family business review, 9, 2, pp. 199-208, (1996)"	0.4356	-0.0652	1	899	4603	225
709108	"tagiuri r., davis j.a., bivalent attributes of the family firm, family business review, 9, 2, pp. 199-208, (1996)"	0.0047	0.1348	3	490	863	45
709137	"tagiuri r., davis j.a., on the goals of successful family companies, family business review, 5, 1, pp. 43-62, (1992)"	0.5297	-0.1095	1	678	1737	78
714795	"teece d.j., explicating dynamic capabilities: the nature and microfoundations of (sustainable) enterprise performance, strategic management journal, 28, 13, pp. 1319-1350, (2007)"	0.1757	0.9334	2	492	1153	81
