id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
18838	family farm	0.3422	0.6015	2	139	277	68	2019.8824	16.3088	1.3136
18865	family firm	0.7299	0.6122	2	173	558	286	2019.7657	14.7797	1.5018
18902	family firms	0.7623	0.5604	2	304	1630	821	2020.5822	17.4823	1.7896
18953	family health	-0.4835	-0.1673	1	228	362	14	2020.2857	10.7857	0.8313
18959	family history	-0.9352	0.0315	3	198	515	33	2019.6667	4.8788	0.4009
18979	family income	-0.4059	0.4204	3	227	465	29	2020.7586	6.5517	0.6855
18996	family involvement	0.7634	0.7062	2	70	170	83	2019.9157	13.1566	1.2728
19043	family medicine	-0.3286	-0.8115	1	252	693	41	2019.4878	6.9024	0.6143
19099	family ownership	0.8189	0.682	2	75	168	114	2020.3158	13.8158	1.4938
19116	family planning	-0.9237	0.188	5	238	705	35	2018.8286	13.2571	0.8677
19120	family planning services	-0.9301	0.2768	5	145	351	17	2018.0588	13.8824	0.8863
19128	family practice	-0.4033	-0.8618	1	244	689	39	2018.4872	10.8462	0.8455
19151	family relation	-1.0806	0.069	3	239	498	23	2019.3478	8.1304	0.6724
19152	family relations	-1.049	0.0621	3	147	262	16	2018.1875	7.875	0.5145
19193	family size	-0.4001	0.6893	2	410	1389	70	2019.2286	18.2429	1.3754
19215	family structure	0.2734	0.5954	2	284	631	86	2020.0581	10.5	1.0168
19217	family study	-0.6006	-0.3977	1	165	296	21	2016.619	21.8571	1.306
19340	family-owned business	0.8427	0.4856	2	91	162	56	2020.3036	8.2143	0.9338
19538	farmers	-0.2221	0.7086	2	202	407	33	2020.8485	8.6364	0.8004
19581	farming system	0.2769	0.5219	2	136	217	40	2020.25	14.1	1.2777
19594	farms	0.0634	0.4969	2	172	349	41	2020.5854	5.5122	0.6916
19637	father	-1.1074	0.2877	3	128	242	13	2019.1538	9.4615	0.6618
19644	fatigue	-0.8569	-0.2345	3	203	348	16	2019.375	13.5625	0.8163
19679	fear	-0.8084	0.3996	3	169	306	14	2021.1429	8.9286	1.0153
19689	feasibility study	-0.7049	-0.3801	1	183	299	17	2020.1176	30.1765	2.1819
19699	feature extraction	1.0654	-0.53	4	100	192	31	2020.6452	18.6452	1.948
19778	female	-0.718	0.0042	3	804	13201	699	2019.6981	12.392	1.0199
20045	finance	0.5736	0.2391	2	322	599	104	2020.2404	7.6635	0.9802
20107	financial crisis	0.1768	0.1368	2	141	183	31	2020.2581	15.7097	1.779
20181	financial management	-0.2728	-0.1742	1	308	647	52	2019.1923	10.2308	0.8087
20201	financial performance	0.7148	0.646	2	112	202	82	2019.9268	12.5854	1.4177
20390	firm ownership	0.5896	0.6692	2	140	335	51	2019.7843	15.3333	1.637
20393	firm performance	0.863	0.6565	2	97	257	129	2020.4651	17.9535	1.7106
20407	firm size	0.6632	0.6768	2	125	302	55	2020.0727	22.0545	2.0159
20697	focus groups	-0.7307	-0.0984	1	318	717	34	2020.2059	5.7353	0.4733
20714	follow up	-0.761	-0.2243	3	308	685	35	2020.0857	25.0286	1.7735
20723	food	0.0029	0.2633	2	244	392	33	2020.1515	7.9697	0.6749
20784	food industry	0.2306	0.3024	2	219	325	34	2019.9118	12.9412	1.3958
20786	food insecurity	-0.2779	0.5386	2	139	254	18	2021.1667	5.6111	0.9025
20843	food security	-0.0331	0.5761	2	289	653	59	2020.0169	13.0339	1.141
20855	food supply	0.1148	0.3791	2	282	631	56	2019.2857	23.7679	1.7683
20942	forecasting	0.9082	-0.3787	4	371	1427	208	2019.9231	19.1106	1.7394
21050	forestry	0.7155	-0.0286	4	235	407	61	2019.9672	17.6066	1.641
21359	friend	-0.6613	-0.0247	3	259	534	29	2019.5172	12.3448	1.1685
21500	funding	-0.3419	-0.5272	1	251	466	27	2018.8889	12.6667	0.9228
21567	future prospect	0.386	0.362	2	125	170	22	2020.8636	21.5455	3.4501
21877	gender	-0.043	0.5049	2	524	1869	373	2019.9517	14.1233	1.4234
21933	gender identity	-0.1731	0.0891	1	177	268	23	2019.2609	26.3043	1.7651
21968	gender relations	0.079	0.7247	2	115	183	23	2020.4348	13.3478	2.3929
21970	gender role	0.1874	0.7156	2	102	170	29	2019.2759	15.7586	1.7252
22071	general practice	-0.4422	-0.8631	1	254	752	44	2018.8182	9.7955	0.7638
22074	general practitioner	-0.3419	-0.7488	1	324	916	48	2019.4583	9.625	0.8331
22191	genetic algorithms	1.068	-0.1344	4	83	161	42	2019.8095	9.0952	0.9707
22225	genetic transcription	-0.6288	0.0422	1	128	251	13	2019.4615	12.6923	1.0545
22230	genetics	-0.5455	0.3933	2	174	473	45	2018.7111	22.1333	1.7589
22289	geographic distribution	-0.505	0.572	3	151	247	13	2019.7692	30	2.212
22383	germany	0.078	0.1464	2	263	466	63	2019.8254	8.4921	1.0887
22403	ghana	-0.1113	0.5585	2	263	483	75	2020.0133	12.6267	1.0288
22521	global health	-0.1983	-0.3033	1	168	281	16	2020.0625	42.5	2.5538
22591	globalization	0.5193	0.5129	2	131	219	51	2020.0196	14.9608	1.845
22704	google analytics	1.2375	-0.2233	4	111	231	43	2020.3721	2.4419	0.2854
22733	governance	0.5101	0.3662	2	131	241	89	2019.6404	7.236	0.6948
22734	governance approach	0.5082	0.6555	2	144	279	46	2020.0652	16.9348	1.7872
22758	government	-0.1908	0.1493	2	526	1532	111	2020.009	18.1892	1.6452
23159	grounded theory	-0.129	0.0043	3	156	251	36	2020.5	9.1389	0.8004
23592	health	0.0262	-0.0817	3	448	1024	88	2019.0341	18.25	1.1966
23605	health auxiliary	-0.8717	0.2119	5	136	215	9	2019.6667	7.4444	0.7629
23606	health behavior	-0.7588	0.1277	3	306	699	27	2019.2222	10.1852	0.7611
23613	health care	0.1863	-0.2558	1	415	764	70	2019.7429	8.0286	0.7045
23614	health care access	-0.6522	-0.3188	1	344	777	33	2020.6364	18.3939	1.4303
23619	health care cost	-0.4897	-0.3347	1	325	741	39	2019.4615	21.8974	1.5709
23621	health care delivery	-0.6151	-0.4537	1	461	1573	83	2019.0482	11.0361	0.8899
23623	health care disparity	-0.3269	-0.1902	1	180	255	8	2021.375	4.75	0.6121
23624	health care facility	-0.795	-0.1754	1	286	653	31	2020.3226	11.6452	1.0852
23628	health care management	-0.3521	-0.242	1	165	233	12	2020.3333	15.1667	1.1739
23630	health care need	-0.8876	-0.2469	1	176	289	13	2019.8462	20.8462	1.7061
23631	health care organization	-0.3464	-0.5845	1	231	417	21	2019.5238	13.1429	0.881
23632	health care personnel	-0.7209	-0.2522	1	532	1819	82	2019.8415	19.122	1.4522
23634	health care planning	-0.6768	-0.4176	1	328	665	30	2019.0333	15	1.0057
23635	health care policy	-0.4633	-0.3147	1	432	1107	58	2018.8276	25.5172	1.6692
23639	health care quality	-0.3992	-0.6615	1	338	842	44	2018.5455	16.25	1.2918
23646	health care system	-0.4728	-0.4317	1	290	593	34	2019.8824	11.3529	1.0699
23648	health care utilization	-0.858	-0.5326	1	160	325	16	2021.0625	9	0.7975
23651	health center	-0.329	-0.6275	1	219	385	14	2019.4286	5.9286	0.5726
23662	health disparity	-0.1982	-0.1431	1	234	349	14	2019.4286	10.6429	0.8025
23664	health education	-0.5324	0.0438	3	292	553	28	2020.3214	6.3929	0.5041
23672	health equity	-0.1976	-0.3634	1	198	295	13	2020.1538	7.6923	0.847
23682	health hazard	-0.1168	-0.1579	3	133	195	11	2019.6364	19.8182	1.3838
23702	health insurance	-0.4102	-0.1966	1	361	845	46	2019.0435	12.4783	0.9558
23710	"health knowledge, attitudes, practice"	-0.958	0.443	3	320	964	38	2018.8684	12.5	0.8546
23712	health literacy	-0.7183	-0.336	1	140	210	15	2020.4	5.8667	0.5233
23721	health personnel	-0.8422	-0.3905	1	287	685	28	2018.7143	21.3214	1.5919
23722	health personnel attitude	-0.7321	-0.7578	1	202	496	23	2019	16.3913	1.4616
23727	health policy	-0.3213	-0.2605	1	308	594	27	2019.963	20	1.5481
23734	health program	-0.5866	-0.5237	1	161	282	16	2020.5625	15	1.1618
23736	health promotion	-0.5415	-0.3214	1	368	1103	57	2019.2632	8.0351	0.5958
23757	health service	-0.7327	-0.2	1	380	1053	50	2018.62	25.62	1.6064
23759	health services	-0.2858	-0.0342	1	230	397	24	2020.4167	15.8333	1.4725
23760	health services accessibility	-0.7349	-0.534	1	211	443	23	2019.087	11.4783	0.7767
23765	health services research	-0.4598	-0.4751	1	126	197	11	2018	9.3636	0.6783
23771	health status	-0.6469	0.2359	3	390	979	44	2019.3409	12.5909	1.0493
23777	health survey	-0.6641	0.2748	3	396	1099	46	2019.5217	13.8913	1.1155
23778	health surveys	-0.8833	0.6309	3	140	276	12	2018.3333	16.6667	1.1669
23806	healthcare	0.6785	-0.2478	4	115	167	34	2020.2647	13.1471	1.7841
24262	high risk population	-0.8239	0.5236	3	140	233	10	2019.8	17	1.3107
24345	higher education	0.7017	0.1303	4	101	170	73	2020.4384	9.5342	0.8654
24403	hispanic	-0.3978	-0.4408	1	159	219	9	2020.7778	5.4444	0.6748
24469	history	-0.1428	-0.1294	1	240	381	46	2018.6957	27.9565	1.6355
24517	hiv infections	-1.0035	0.3833	5	147	333	14	2019.6429	8.8571	0.7669
24574	home care	-0.4312	-0.6222	1	194	332	20	2019.75	8.35	0.7146
24731	hospice	-0.4628	-0.6222	1	127	186	9	2018.8889	7.7778	0.7603
24741	hospital	-0.7634	-0.5868	1	209	480	31	2018.6774	17.7419	1.2966
24744	hospital admission	-0.9394	-0.2683	1	191	322	13	2019.6923	10.7692	1.4507
24784	hospitality	0.7103	0.3338	2	113	175	48	2021	21.7917	2.1333
24798	hospitalization	-0.9235	-0.3605	1	142	239	12	2020.5833	13.0833	0.97
24801	hospitals	0.0924	-0.3986	1	175	291	26	2020.6538	3.6923	0.3905
24899	household	-0.2531	0.454	2	466	1345	76	2020.2632	15.3289	1.2631
24942	household income	-0.0165	0.6534	2	244	480	42	2020.0238	13.881	1.2696
24986	housing	0.2251	0.0184	2	348	682	83	2020.0482	9.9639	0.8965
25088	human	-0.4647	-0.1232	1	903	21373	1357	2019.7281	14.818	1.1768
25110	human capital	0.5504	0.5659	2	147	245	74	2019.8378	12.1622	1.0102
25126	human computer interaction	0.8337	-0.2443	4	129	182	36	2018.6389	21.4722	1.5863
25140	human experiment	-0.2563	-0.0737	3	626	2920	164	2020.0854	12.4939	1.0668
25156	human immunodeficiency virus infection	-0.7736	0.0946	5	203	430	16	2020.4375	10.6875	1.0043
25204	human relation	-0.5796	-0.0553	3	285	562	26	2018.1538	17.8462	1.3919
25212	human resource management	0.7264	0.0303	4	276	598	120	2019.5583	9.9	0.8216
25248	human tissue	-0.6617	-0.154	1	185	386	21	2020.3333	24.2857	1.9933
25287	humans	-0.5903	-0.1064	1	855	16655	963	2019.5431	16.1028	1.2531
25735	immigrant	-0.2446	0.3414	2	198	350	37	2019.2432	11.2703	0.8256
25964	incidence	-0.8347	0.1055	3	171	286	15	2020.6667	11.6	0.8362
25997	income	-0.3541	0.5404	3	466	1440	105	2019.7238	15.5905	1.1118
26119	india	0.1512	0.4064	2	417	937	198	2020.0707	13.2929	1.2972
26204	indigenous people	-0.0804	-0.3427	1	153	192	14	2020.0714	9.5714	0.8548
26280	indonesia	0.451	0.4059	2	206	321	108	2020.7685	6.3056	0.6605
26356	industrial development	0.5026	0.6096	2	115	191	31	2020.5161	9.0323	1.0354
26368	industrial enterprise	0.4005	0.6245	2	149	250	45	2019.3333	13.7111	1.1163
26403	industrial performance	0.6308	0.6503	2	129	281	40	2019.7	24.6	1.8541
26422	industrial research	0.9404	0.0868	4	134	209	35	2020.2857	15.4857	1.6186
26467	industry	0.107	0.3183	2	210	359	40	2019.675	12.65	1.0654
26469	industry 4.0	1.0557	0.1806	4	123	237	54	2021.2593	18.7963	1.8399
26529	inequality	-0.072	0.3188	2	126	173	27	2020.1852	23.3333	1.8836
26534	infant	-1.0585	-0.117	3	435	1548	70	2019.2571	10.5286	0.809
26546	"infant, newborn"	-0.9807	-0.3274	1	285	753	32	2018.3438	12.625	0.9307
26558	infection control	-0.7434	0.4618	3	205	360	13	2020.2308	27.1538	2.1683
26559	infection prevention	-0.8262	0.4717	3	165	283	11	2020.5455	21.3636	1.8022
26562	infection risk	-0.7428	0.5408	3	163	263	9	2019	22	1.5283
26696	informal sector	0.1761	0.4935	2	155	255	51	2019.8039	11.0784	0.9381
26724	information analysis	1.1568	-0.1104	4	148	439	66	2019.5152	17.4697	1.5192
26761	information dissemination	0.1885	-0.4257	1	182	288	21	2019.3333	25.7143	1.6863
26789	information management	1.0026	0.002	4	354	1356	204	2019.1961	9.4118	0.7762
26802	information processing	-0.5101	-0.2284	1	461	1198	56	2019.2679	10.8036	0.8311
26813	information retrieval	0.4299	-0.4453	1	159	216	19	2020.1579	9.8421	0.9284
26815	information science	0.8925	-0.4736	4	108	183	22	2016.2727	14.5909	0.7832
26838	information systems	1.2235	-0.1076	4	231	782	134	2019.0448	4.8806	0.4316
26848	information technology	0.5668	0.0766	4	119	153	27	2019.7407	5.2222	0.4987
26862	information use	1.2109	-0.0767	4	221	718	109	2019.8073	3.2752	0.357
26978	innovation	0.7195	0.4509	2	382	1454	411	2020.219	17.4063	1.7299
27294	insurance	0.3217	-0.3983	4	234	401	46	2020.1739	8.9783	0.7511
27417	integration	0.2696	-0.0173	4	176	217	30	2020.2667	8.4	0.7451
27531	intelligent systems	1.2707	-0.3938	4	107	211	30	2020.1	12.3	2.0088
27549	intensive care unit	-0.6809	-0.5628	1	147	223	13	2020.3077	6	0.7042
27562	intention	-0.0777	0.4679	3	146	275	23	2019.913	12.2174	0.9128
27875	international cooperation	-0.2524	-0.1456	1	176	247	19	2017.6316	25.8947	1.6901
27959	international trade	0.6734	0.3148	2	94	121	28	2019.9643	18.6786	1.9845
27970	internationalization	0.8762	0.6205	2	86	258	127	2020.3701	19.6457	1.8386
27987	internet	0.3068	-0.2255	4	424	939	101	2019.0495	16.6139	1.5664
28024	internet of things	0.9725	-0.2293	4	236	715	136	2020.3235	18.2941	1.9668
28064	internship and residency	-0.5137	-0.892	1	106	206	14	2019.4286	7.4286	0.5341
28069	interpersonal communication	-0.7464	-0.4731	1	328	868	46	2019.1304	16.5435	1.2504
28073	interpersonal relations	-0.4516	0.2804	3	176	288	15	2018	21.2	1.8212
28120	intervention	-0.9289	-0.1883	1	130	205	21	2019.381	11.8095	0.9457
28134	interview	-0.5125	-0.1479	1	605	2579	132	2019.8636	11.4697	0.9196
28138	interviews as topic	-0.7839	-0.2765	1	324	760	33	2018.8485	9.4848	0.6893
28266	investment	0.0723	0.218	2	391	846	95	2019.9684	16.9368	1.5294
28310	investments	0.8906	0.1787	4	256	607	100	2020.28	12.87	1.5346
28499	isolation and purification	-0.7097	0.5986	3	135	233	11	2019.3636	27.6364	2.3748
28585	italy	0.2719	0.4791	2	249	491	89	2019.3034	18.6067	1.6244
28647	japan	-0.1828	0.2745	2	247	421	46	2019.6087	18.8043	1.2899
28804	job satisfaction	-0.0705	-0.0513	3	262	641	85	2019.3294	23.0118	1.6496
28815	job stress	-0.6869	-0.2976	3	118	196	13	2018.9231	8.3846	0.5846
28929	juvenile	-0.8311	-0.0871	3	145	268	16	2021.5625	3.9375	0.4892
28949	k-means clustering	1.3647	-0.3139	4	102	281	42	2020.8095	6.6667	0.6892
29052	kenya	-0.2932	0.3981	2	218	378	29	2019.7931	8.4483	0.678
29211	knowledge	-0.0424	0.3533	2	347	748	81	2020.2099	11.1358	1.2605
29227	knowledge based systems	1.0591	-0.0688	4	94	151	27	2019.037	15.5556	1.332
29273	knowledge management	0.8878	0.0447	4	200	432	96	2020.0417	11.1667	1.4901
29501	labor market	0.0175	0.5793	2	174	298	49	2019.9592	8.5918	0.8001
29669	land use	0.3525	0.0996	2	105	146	25	2018.8	8.48	0.658
29720	language	-0.2625	-0.4668	1	208	303	24	2020.25	11.0833	0.914
29753	language processing	1.4932	-0.5039	4	71	190	21	2022.5714	3.9048	0.6312
29791	large dataset	0.6444	-0.5187	4	138	210	19	2020.1579	13.1579	1.1151
29906	latin america	0.0909	0.6829	2	150	213	48	2020.0417	18.0625	2.1379
29938	law	-0.1782	-0.0565	5	172	275	26	2020.5	11.9615	0.939
30007	leadership	-0.0969	-0.2923	1	489	1603	178	2020.2247	7.8202	0.6625
30083	learning	-0.1741	-0.2486	1	267	483	55	2019.6182	13.6545	1.2087
30086	learning algorithms	1.3388	-0.4594	4	218	1098	118	2020.5339	28.9492	1.8994
30141	learning systems	1.2026	-0.4654	4	263	1411	175	2020.0057	15.7771	1.2671
30257	legislation and jurisprudence	-0.4087	-0.3387	1	211	407	29	2017.5517	60.6897	3.7505
30271	leisure	-0.5899	0.3928	3	184	277	19	2019.8421	12.4211	0.9748
30292	length of stay	-0.4133	-0.5361	1	206	308	12	2021.1667	3.6667	0.4177
30449	life cycle	0.935	-0.0108	4	204	402	80	2020.0375	12.725	1.2683
30486	life satisfaction	-0.2207	0.2109	3	128	192	29	2020.5517	11.0345	1.0762
30523	lifestyle	-0.3791	0.0833	3	316	589	43	2019.7442	9.8372	0.9026
30710	literacy	-0.4954	0.1512	3	250	435	27	2021.037	11.7037	1.1541
30720	literature review	0.6581	0.4164	2	216	451	116	2020.3621	31.5517	3.0856
30721	literature reviews	1.0895	0.1249	4	120	228	36	2019.7778	18.9722	1.496
30749	livelihood	0.2639	0.6677	2	174	387	64	2020.7031	8.0625	0.9406
30779	livestock	-0.0933	0.6299	2	161	259	22	2020.4091	9.7727	0.7693
30948	location	0.9489	-0.3728	4	96	146	31	2019.1935	11.5484	0.8369
30990	lockdown	-0.8508	0.412	3	167	295	20	2021.5	13.3	1.4715
31044	logistic regression	1.0285	-0.3404	4	143	292	46	2020.5217	6.0435	0.6667
31048	logistic regression analysis	-0.2646	0.3056	3	148	223	10	2020.2	3.3	0.2678
31104	long short-term memory	1.1478	-0.533	4	83	167	24	2022.2917	14.7083	2.384
31185	longitudinal studies	-0.5674	0.1231	3	138	269	15	2018.9333	11.2667	0.9769
31186	longitudinal study	-0.4099	0.0242	3	224	437	30	2019.5	10	0.8967
31318	lowest income group	-0.3577	0.0352	1	250	486	20	2019.95	17.15	1.1826
31456	machine learning	1.0861	-0.4502	4	444	2855	431	2021.2529	17.9907	1.9057
31459	machine learning algorithms	1.3693	-0.514	4	103	242	28	2021.9286	5.0357	0.7384
31470	machine learning models	1.3308	-0.5236	4	76	166	22	2021.0455	5.5909	0.4417
31474	machine learning techniques	1.2474	-0.5261	4	114	281	35	2019.9714	11.0571	0.9136
31485	machine-learning	1.3674	-0.3909	4	218	1152	138	2022.7609	8.6449	1.2019
31588	major clinical study	-0.8876	0.0013	3	648	4096	198	2020.2222	11.0606	1.0155
31624	malaysia	0.1238	0.6294	2	170	267	74	2019.7973	10.6757	0.8588
31632	male	-0.7578	-0.0052	3	779	11321	582	2019.768	12.2096	0.9943
31667	malignant neoplasm	-0.4865	-0.3914	1	179	272	11	2020.7273	56.8182	3.9162
31670	malnutrition	-0.4394	0.2354	3	165	246	11	2019.6364	30.7273	1.8863
31687	malware	1.112	-0.5263	4	82	252	63	2020.5873	15.3333	1.8705
31725	management	0.4197	0.096	2	295	582	121	2019.7603	16.5207	1.2792
31816	management practice	0.6042	0.5549	2	92	149	27	2020.3333	6.8148	0.7296
31852	manager	-0.0589	-0.2117	3	253	521	34	2020.0294	15.9706	1.1687
31908	managers	0.9268	0.1547	4	158	281	56	2018.75	23.1071	1.5089
31960	manpower	-0.7279	-0.6296	1	150	243	13	2016.3846	10.9231	0.6398
31971	manufacture	1.0112	0.0965	4	141	294	75	2019.1067	22.1733	1.8941
31977	manufacturing	0.6868	0.3823	2	184	328	53	2020.4906	8.7547	1.1111
32132	market	0.0054	0.2166	2	223	380	41	2018.9268	7.4146	0.651
32258	marketing	0.8905	-0.237	4	688	5454	836	2019.9904	13.6974	1.3119
32267	marketing analytics	1.2231	-0.0045	4	140	323	122	2021.1393	17.3197	1.8109
32297	marketing campaign	1.4225	-0.3683	4	110	285	43	2019.6744	10.4419	0.8832
32327	marketing decision	1.3847	-0.2054	4	83	182	24	2019.3333	14.9583	1.1173
32446	marketing strategy	1.2861	-0.2068	4	260	1120	151	2020.947	8.8543	0.8143
32508	marriage	-0.5802	0.3306	3	308	686	55	2019.6909	8.0727	0.639
32525	married person	-0.8294	0.3206	5	125	217	11	2018.8182	11.7273	0.7834
32568	mass screening	-0.9043	-0.4008	1	157	312	14	2018.7857	9.2143	0.6158
32669	maternal welfare	-0.8909	0.0554	3	147	226	12	2019.75	16.3333	1.2528
32959	medical care	-0.2723	-0.2334	1	158	211	11	2019.0909	5.3636	0.3712
32962	medical computing	0.1389	-0.5005	1	139	165	12	2019.3333	21.3333	1.4897
32980	medical education	-0.3833	-0.7796	1	247	549	34	2018.9706	8.8824	0.6364
32999	medical informatics	0.1315	-0.6082	1	166	240	14	2019.5714	137.5	7.2528
33000	medical information	-0.6583	-0.3703	1	163	288	16	2020.6875	15.5625	1.2663
33026	medical research	-0.1458	-0.4938	1	242	469	27	2018.4074	18.7407	1.3703
33028	medical school	-0.49	-0.8225	1	121	221	12	2018.6667	16.0833	1.0832
33034	medical society	-0.5554	-0.5543	1	133	217	15	2018.3333	7.2	0.5996
33040	medical student	-0.5452	-0.6609	1	168	295	14	2018.8571	11.9286	1.0303
33080	medicine	0.097	-0.4579	1	172	273	24	2019	6.5	0.4811
33135	medline	-0.1357	-0.5247	1	202	312	13	2020.7692	11.7692	1.3907
33238	mental disease	-0.5263	-0.0248	3	248	502	25	2019.4	12.48	0.9383
33241	mental disorders	-0.3955	-0.1425	3	159	270	17	2018.8824	20.4118	1.2313
33243	mental health	-0.5662	0.0462	3	460	1403	98	2020.7959	13.3776	1.3131
33256	mental health service	-0.9127	-0.1112	3	236	476	22	2019.2727	22.0455	1.6502
33258	mental health services	-0.8987	-0.1451	3	159	266	13	2019.1538	33.6923	2.1654
33274	mental stress	-0.9678	-0.0522	3	201	371	17	2018.8235	74.9412	4.073
33290	mentor	-0.5687	-0.3532	1	124	194	10	2019.8	9.9	0.9395
33397	metabolism	-0.5319	0.611	2	76	169	18	2017.6111	47.8333	3.312
33404	metadata	1.2034	0.0464	4	175	464	58	2021.1379	7.8966	1.0602
33471	methodology	-0.0788	-0.4112	1	288	490	38	2019.3158	20.1316	1.8427
33512	mexico	0.1682	0.7405	2	126	185	39	2019.3846	8.1538	0.6207
33652	microenterprise	-0.0501	0.5452	2	128	196	20	2019.75	19	1.3756
33722	middle aged	-0.7856	0.1857	3	654	4279	188	2019.2287	14.8777	1.1079
33776	migrant	-0.6763	0.3702	3	239	504	28	2020.0714	7.1786	0.5981
33796	migrant worker	-0.4483	0.5499	3	162	255	16	2020.125	6.75	0.5666
33807	migration	-0.4109	0.5953	3	296	688	101	2019.6733	8.3861	0.7817
33953	mining	0.4659	0.2038	2	109	131	20	2020.55	13.05	1.1714
34159	mobile application	0.0463	-0.3536	1	145	219	20	2020.6	17.1	1.4247
34162	mobile applications	0.38	-0.3026	4	191	319	45	2019.8222	9.2444	0.7668
34227	mobile phone	0.0853	-0.1907	1	131	174	19	2019.5263	26.3158	2.208
34301	model	-0.1162	-0.4104	1	297	546	45	2018.7111	20.5333	1.3355
34382	modeling	0.4547	0.11	4	116	140	25	2020.64	11.04	0.9327
34431	"models, organizational"	-0.483	-0.7044	1	132	192	8	2016.25	25.5	1.4303
34434	"models, theoretical"	-0.1059	0.2758	3	160	228	11	2018.1818	29.2727	1.9702
34592	monitoring	0.2471	-0.1577	4	196	255	23	2019.0435	20.3913	1.6851
34692	morbidity	-0.8268	-0.1901	3	158	232	12	2019.3333	9.6667	0.6888
34713	mortality	-0.7824	-0.0968	3	236	448	24	2019.5833	12.2083	0.9512
34742	mother	-1.0476	0.1623	3	248	574	30	2019.2667	14.4667	1.2756
34751	mothers	-1.1375	0.1607	3	168	360	19	2018.6842	21.6842	1.9157
34766	motivation	0.0016	-0.0055	2	361	889	116	2019.6466	9.1724	0.7938
35045	multicenter study	-1.076	-0.345	1	219	448	18	2019.3333	22.8333	1.847
35310	multivariant analysis	0.6472	0.1364	4	140	189	16	2020.875	11.6875	1.1817
35313	multivariate analysis	-0.5019	0.091	1	165	268	14	2019.3571	9.7857	0.986
35533	narrative	-0.4619	-0.2481	1	182	304	22	2020	15.8182	1.4095
35590	national health service	-0.773	-0.6436	1	122	206	12	2020.3333	8.0833	0.7555
35680	natural language processing	1.4416	-0.4347	4	112	360	55	2020.6545	17.9455	1.6498
35682	natural language processing systems	1.4104	-0.4529	4	122	414	51	2019.7255	13.5294	0.9693
35686	natural languages	1.45	-0.5014	4	77	207	22	2022.3182	6	0.8361
35789	needs assessment	-0.8256	-0.6702	1	162	255	11	2017.0909	16	1.0193
35812	neighborhood	-0.1752	-0.009	1	190	274	24	2019.4167	10.3333	0.9115
35870	neoplasm	-1.0377	-0.4111	1	191	448	22	2020.4545	20.1364	1.8754
35873	neoplasms	-1.0124	-0.4488	1	198	478	25	2020	21.96	1.9167
35878	nepal	-0.2166	0.4638	2	157	238	22	2018.7727	14.5455	1.1245
36006	network security	1.0519	-0.4248	4	103	214	50	2020.1	12.54	1.6475
36056	neural networks	1.0932	-0.3614	4	136	338	54	2020.1667	14.1852	1.7218
36061	neural-networks	1.1983	-0.5199	4	104	198	24	2022.625	10.6667	2.3352
36241	new zealand	-0.0406	0.0574	2	187	265	34	2019.7941	9.9706	0.951
36248	newborn	-1.018	-0.2595	1	349	1010	43	2018.7907	10.4186	0.8027
36353	nigeria	-0.34	0.4083	5	289	605	68	2020.3382	6.1471	0.5808
36451	non insulin dependent diabetes mellitus	-0.3945	-0.3871	1	153	213	8	2021.625	8.375	0.9716
36455	non profit organization	-0.4133	0.1289	1	147	224	12	2019.5	31.1667	2.4664
36615	nonbiological model	-0.4578	-0.7169	1	132	192	8	2016.25	25.5	1.4303
36653	nonhuman	-0.2019	0.367	2	339	1000	91	2019.4396	22.956	1.8165
36712	normal human	-0.5577	-0.1386	3	143	194	8	2020.375	5	0.6152
36780	norway	-0.1464	0.1655	2	156	199	17	2019.2941	12.3529	1.0075
36797	note	-0.7635	-0.1369	3	189	304	19	2019	12.2105	1.0611
36845	nuclear family	-0.9176	0.5164	3	135	200	9	2019.8889	11.6667	0.9049
36888	numerical model	0.5241	0.2435	2	181	271	35	2020.2857	30.0857	2.8955
36895	nurse	-0.385	-0.5775	1	226	463	28	2019.1786	6.6429	0.5291
36919	nursing	-0.2232	-0.4968	1	255	459	28	2019.5714	10.8929	0.7336
36923	nursing care	-0.7273	-0.7975	1	114	190	11	2018.3636	11.4545	0.6621
36930	nursing home	-0.3081	-0.4291	1	131	201	10	2021.1	11.4	1.0789
36963	nutrition	-0.2498	0.1321	2	283	541	37	2020	11.7568	0.991
36984	nutritional status	-0.4954	0.5284	3	186	358	17	2019	21.1176	1.7218
37020	obesity	-0.7422	0.0364	3	257	595	33	2018.5152	14.6667	0.9525
37087	occupation	-0.6191	0.5731	3	347	877	48	2020.0625	7.7708	0.6426
37099	occupational exposure	-0.312	0.2958	3	173	314	20	2018.85	15.05	1.1955
37104	occupational health	-0.464	0.1145	3	292	720	43	2019.2326	12.4186	0.9501
37134	occupations	-0.6951	0.7368	3	136	235	9	2020.1111	10.7778	0.8698
37524	online marketing	1.2857	-0.1229	4	97	169	29	2019.8621	12.2069	1.627
37593	online systems	1.0744	-0.3253	4	96	166	28	2018.75	10.5714	0.8831
37882	optimisations	1.1163	-0.2823	4	119	214	33	2022.6667	1.6667	0.572
37884	optimization	0.9585	-0.0815	4	175	338	58	2019.9828	10.2931	1.3231
38050	organization	-0.1843	-0.4331	1	386	987	77	2019.1039	28.7143	1.8195
